Level,Date and Time,Source,Event ID,Task Category
Information,31-10-2023 00:58:30,Microsoft-Windows-FilterManager,6,None,"File System Filter 'WdFilter' (10.0, ‎1973‎-‎06‎-‎11T09:29:02.000000000Z) has successfully loaded and registered with Filter Manager."
Information,31-10-2023 00:58:30,Microsoft-Windows-FilterManager,6,None,"File System Filter 'Wof' (10.0, ‎2086‎-‎08‎-‎04T16:50:16.000000000Z) has successfully loaded and registered with Filter Manager."
Information,31-10-2023 00:58:30,Microsoft-Windows-FilterManager,6,None,"File System Filter 'FileInfo' (10.0, ‎2079‎-‎02‎-‎27T03:33:00.000000000Z) has successfully loaded and registered with Filter Manager."
Information,31-10-2023 00:58:29,Microsoft-Windows-HAL,16,None,The iommu fault reporting has been initialized.
Information,31-10-2023 00:58:29,Microsoft-Windows-Kernel-General,20,(6),"The leap second configuration has been updated.
Reason: Leap second data initialized from registry during boot
Leap seconds enabled: true
New leap second count: 0
Old leap second count: 0"
Information,31-10-2023 00:58:29,Microsoft-Windows-IsolatedUserMode,3,None,Secure Kernel started with status STATUS_SUCCESS and flags 0.
Warning,31-10-2023 00:58:29,Microsoft-Windows-Hyper-V-Hypervisor,167,None,"The hypervisor did not enable mitigations for side channel vulnerabilities for virtual machines because HyperThreading is enabled. To enable mitigations for virtual machines, disable HyperThreading."
Information,31-10-2023 00:58:29,Microsoft-Windows-Hyper-V-Hypervisor,165,None,"Hypervisor configured mitigations for CVE-2019-11091, CVE-2018-12126, CVE-2018-12127, CVE-2018-12130 for virtual machines.

Processor not affected: true
Processor family not affected: false
Processor supports microarchitectural buffer flush: false
Buffer flush needed: true
"
Information,31-10-2023 00:58:29,Microsoft-Windows-Hyper-V-Hypervisor,156,None,"Hypervisor configured mitigations for CVE-2018-3646 for virtual machines.

Processor not affected: true
Processor family not affected: false
Processor supports cache flush: true
HyperThreading enabled: true
Parent hypervisor applies mitigations: false
Mitigations disabled by bcdedit: false
Mitigations enabled: true
Cache flush needed: false
"
Information,31-10-2023 00:58:29,Microsoft-Windows-Hyper-V-Hypervisor,129,None,"Hypervisor initialized I/O remapping.

Hardware present: true
Hardware enabled: true
Policy: 0x0
Enabled features: 0x43
Internal information: 0x0
Problems: 0x0
Additional information: 0x0"
Information,31-10-2023 00:58:29,Microsoft-Windows-Hyper-V-Hypervisor,2,None,Hypervisor scheduler type is 0x4.
Information,31-10-2023 00:58:29,Microsoft-Windows-Hyper-V-Hypervisor,1,None,Hypervisor successfully started.
Information,31-10-2023 00:58:29,Microsoft-Windows-Kernel-Boot,30,(21),The firmware reported boot metrics.
Information,31-10-2023 00:58:29,Microsoft-Windows-Kernel-Boot,27,(33),The boot type was 0x0.
Information,31-10-2023 00:58:29,Microsoft-Windows-Kernel-Boot,25,(32),The boot menu policy was 0x1.
Information,31-10-2023 00:58:29,Microsoft-Windows-Kernel-Boot,238,(101),EFI time zone bias: 2047. Daylight flags: 0. Firmware time: ‎2023‎-‎10‎-‎31T00:58:27.000000000Z.
Information,31-10-2023 00:58:29,Microsoft-Windows-Kernel-Boot,20,(31),The last shutdown's success status was true. The last boot's success status was true.
Information,31-10-2023 00:58:29,Microsoft-Windows-Kernel-Boot,32,(58),The bootmgr spent 0 ms waiting for user input.
Information,31-10-2023 00:58:29,Microsoft-Windows-Kernel-Boot,18,(57),There are 0x1 boot options on this system.
Information,31-10-2023 00:58:29,Microsoft-Windows-Kernel-Boot,153,(62),"Virtualization-based security (policies: VBS Enabled,VSM Required,Boot Chain Signer Soft Enforced) is enabled due to HyperV."
Information,31-10-2023 00:58:29,Microsoft-Windows-Kernel-General,12,(1),The operating system started at system time ‎2023‎-‎10‎-‎30T19:28:28.500000000Z.
Information,31-10-2023 00:58:22,Microsoft-Windows-Kernel-General,13,(2),The operating system is shutting down at system time ‎2023‎-‎10‎-‎30T19:28:22.305457500Z.
Information,31-10-2023 00:58:22,Microsoft-Windows-Kernel-Power,577,(280),The system has prepared for a system initiated reboot from Active.
Information,31-10-2023 00:58:19,Microsoft-Windows-Kernel-Power,109,(103),"The kernel power manager has initiated a shutdown transition.

Action: Power Action Reboot 
Event Code: 0x0 
Reason: Kernel API"
Information,31-10-2023 00:58:18,Microsoft-Windows-WLAN-AutoConfig,4001,None,"WLAN AutoConfig service has successfully stopped.
"
Information,31-10-2023 00:58:36,EventLog,6013,None,The system uptime is 8 seconds.
Information,31-10-2023 00:58:36,EventLog,6005,None,The Event log service was started.
Information,31-10-2023 00:58:36,EventLog,6009,None,Microsoft (R) Windows (R) 10.00. 22621  Multiprocessor Free.
Information,31-10-2023 00:58:16,Microsoft-Windows-Dhcp-Client,50037,Service State Event,DHCPv4 client service is stopped. ShutDown Flag value is 1
Information,31-10-2023 00:58:16,Microsoft-Windows-Dhcp-Client,50106,Service State Event,DHCPv4 is waiting on DHCPv6 service to stop
Information,31-10-2023 00:58:16,Microsoft-Windows-DHCPv6-Client,51057,Service State Event,DHCPv6 client service stop is almost done.DHCP Context Ref count is 1
Information,31-10-2023 00:58:16,Microsoft-Windows-DHCPv6-Client,51057,Service State Event,DHCPv6 client service stop is almost done.DHCP Context Ref count is 1
Information,31-10-2023 00:58:16,Microsoft-Windows-DHCPv6-Client,51057,Service State Event,DHCPv6 client service stop is almost done.DHCP Context Ref count is 1
Information,31-10-2023 00:58:16,Microsoft-Windows-DHCPv6-Client,51057,Service State Event,DHCPv6 client service stop is almost done.DHCP Context Ref count is 1
Information,31-10-2023 00:58:16,Microsoft-Windows-DHCPv6-Client,51057,Service State Event,DHCPv6 client service stop is almost done.DHCP Context Ref count is 1
Information,31-10-2023 00:58:16,Microsoft-Windows-DHCPv6-Client,51057,Service State Event,DHCPv6 client service stop is almost done.DHCP Context Ref count is 1
Information,31-10-2023 00:58:16,Microsoft-Windows-DHCPv6-Client,51047,Service State Event,DHCPv6 client service is stopped. ShutDown Flag value is 1
Information,31-10-2023 00:58:16,Microsoft-Windows-Dhcp-Client,50105,Service State Event,DHCPv4 client ProcessDHCPRequestForever received TERMINATE_EVENT
Information,31-10-2023 00:58:16,Microsoft-Windows-Dhcp-Client,50104,Service State Event,DHCPv4 client received shutdown notification
Information,31-10-2023 00:58:16,EventLog,6006,None,The Event log service was stopped.
Information,31-10-2023 00:58:15,Microsoft-Windows-Winlogon,7002,(1102),User Logoff Notification for Customer Experience Improvement Program
Information,31-10-2023 00:58:09,Microsoft-Windows-IsolatedUserMode,2,None,Secure Trustlet Id 0 and Pid 0 stopped with status STATUS_SUCCESS.
Information,31-10-2023 00:58:08,User32,1074,None,"The process C:\Windows\System32\RuntimeBroker.exe (DESKTOP-SGF9A33) has initiated the restart of computer DESKTOP-SGF9A33 on behalf of user DESKTOP-SGF9A33\chana for the following reason: Other (Unplanned)
 Reason Code: 0x0
 Shutdown Type: restart
 Comment: "
Information,31-10-2023 00:58:03,Microsoft-Windows-Time-Service,158,None,The time provider 'VMICTimeProvider' has indicated that the current hardware and operating environment is not supported and has stopped. This behavior is expected for VMICTimeProvider on non-HyperV-guest environments. This may be the expected behavior for the current provider in the current operating environment as well.
Information,31-10-2023 00:57:42,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Warning,31-10-2023 00:57:16,Microsoft-Windows-Time-Service,47,None,"Time Provider NtpClient: No valid response has been received from manually configured peer time.windows.com,0x9 after 8 attempts to contact it. This peer will be discarded as a time source and NtpClient will attempt to discover a new peer with this DNS name. The error was: The peer is unreachable. "
Information,31-10-2023 00:55:23,Microsoft-Windows-Time-Service,158,None,The time provider 'VMICTimeProvider' has indicated that the current hardware and operating environment is not supported and has stopped. This behavior is expected for VMICTimeProvider on non-HyperV-guest environments. This may be the expected behavior for the current provider in the current operating environment as well.
Information,31-10-2023 00:55:23,Service Control Manager,7040,None,The start type of the Windows Time service was changed from disabled to demand start.
Information,31-10-2023 00:54:26,Microsoft-Windows-IsolatedUserMode,5,None,Secure Trustlet NULL Id 0 and Pid 0 started with status STATUS_SUCCESS.
Information,31-10-2023 00:54:25,Microsoft-Windows-IsolatedUserMode,2,None,Secure Trustlet Id 0 and Pid 0 stopped with status STATUS_SUCCESS.
Information,31-10-2023 00:54:24,Microsoft-Windows-IsolatedUserMode,5,None,Secure Trustlet NULL Id 0 and Pid 0 started with status STATUS_SUCCESS.
Information,31-10-2023 00:54:08,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Information,31-10-2023 00:54:04,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: 9WZDNCRDTBVB-MICROSOFT.WINDOWSMAPS
Information,31-10-2023 00:54:03,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: 9WZDNCRDTBVB-MICROSOFT.WINDOWSMAPS
Information,31-10-2023 00:54:02,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.WindowsMaps_11.2308.3.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information,31-10-2023 00:53:49,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,31-10-2023 00:53:41,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\chana\AppData\Local\Packages\Microsoft.WindowsMaps_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 1 keys and creating 1 modified pages.
Information,31-10-2023 00:53:24,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\chana\AppData\Local\Packages\22364Disney.ESPNBetaPWA_6rarf9sa4v8jt\Settings\settings.dat was cleared updating 1 keys and creating 1 modified pages.
Warning,31-10-2023 00:53:14,hcmon,0,None,Detected unrecognized USB driver (\Driver\USBPcap).
Information,31-10-2023 00:50:30,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Information,31-10-2023 00:48:25,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Warning,30-10-2023 23:57:49,Netwtw08,6062,None,6062 - Lso was triggered
Information,30-10-2023 23:55:09,Netwtw08,7003,None,7003 - Roam Complete
Information,30-10-2023 23:55:09,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,30-10-2023 23:53:57,Netwtw08,7003,None,7003 - Roam Complete
Information,30-10-2023 23:53:57,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Warning,30-10-2023 21:10:16,hcmon,0,None,Detected unrecognized USB driver (\Driver\USBPcap).
Information,30-10-2023 21:10:14,Microsoft-Windows-Kernel-Power,566,(268),"The system session has transitioned from 5 to 6.

Reason InputAccelerometer 

BootId: 58"
Information,30-10-2023 21:10:14,Microsoft-Windows-Kernel-Power,507,(158),"The system is exiting Modern Standby 

Reason: Input Keyboard."
Information,30-10-2023 21:10:14,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,30-10-2023 21:10:14,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,30-10-2023 21:07:50,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,30-10-2023 21:07:50,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,30-10-2023 21:07:49,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,30-10-2023 21:07:49,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,30-10-2023 21:06:48,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,30-10-2023 21:06:48,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,30-10-2023 21:06:40,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,30-10-2023 21:06:40,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,30-10-2023 21:06:36,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,30-10-2023 21:06:36,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,30-10-2023 21:06:34,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,30-10-2023 21:06:34,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,30-10-2023 21:06:33,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,30-10-2023 21:06:33,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,30-10-2023 21:04:47,Microsoft-Windows-Kernel-Power,566,(268),"The system session has transitioned from 4 to 5.

Reason SessionUnlock 

BootId: 58"
Information,30-10-2023 21:04:19,Microsoft-Windows-Kernel-Power,506,(157),"The system is entering Modern Standby 

Reason: Idle Timeout."
Information,30-10-2023 21:04:19,Microsoft-Windows-Kernel-Power,566,(268),"The system session has transitioned from 3 to 4.

Reason SessionUnlock 

BootId: 58"
Information,30-10-2023 20:41:52,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
